journal_record_id,title,publication_year,journal,issn,doi,url,within_search_venues,automated_screen,automated_reason,dedupe_status,abstract,human_decision,title_abstract_reason,full_text_decision,full_text_reason,study_id,evidence_weight
JR-333,Assessing the effectiveness of recent closed-source large language models in fault localization and automated program repair,2025,Automated Software Engineering,0928-8910,10.1007/s10515-025-00549-x,https://doi.org/10.1007/s10515-025-00549-x,J07,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-334,Automated requirement contradiction detection through formal logic and LLMs,2024,Automated Software Engineering,0928-8910,10.1007/s10515-024-00452-x,https://doi.org/10.1007/s10515-024-00452-x,J07,candidate,AI-coding and software-development markers present,unique_for_screening,"Abstract This paper introduces ALICE (Automated Logic for Identifying Contradictions in Engineering), a novel automated contradiction detection system tailored for formal requirements expressed in controlled natural language. By integrating formal logic with advanced large language models (LLMs), ALICE represents a significant leap forward in identifying and classifying contradictions within requirements documents. Our methodology, grounded on an expanded taxonomy of contradictions, employs a decision tree model addressing seven critical questions to ascertain the presence and type of contradictions. A pivotal achievement of our research is demonstrated through a comparative study, where ALICE’s performance markedly surpasses that of an LLM-only approach by detecting 60% of all contradictions. ALICE achieves a higher accuracy and recall rate, showcasing its efficacy in processing real-world, complex requirement datasets. Furthermore, the successful application of ALICE to real-world datasets validates its practical applicability and scalability. This work not only advances the automated detection of contradictions in formal requirements but also sets a precedent for the application of AI in enhancing reasoning systems within product development. We advocate for ALICE’s scalability and adaptability, presenting it as a cornerstone for future endeavors in model customization and dataset labeling, thereby contributing a substantial foundation to requirements engineering.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-335,Automated summarization of software documents: an LLM-based multi-agent approach,2026,Automated Software Engineering,0928-8910,10.1007/s10515-025-00588-4,https://doi.org/10.1007/s10515-025-00588-4,J07,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-336,Automatic techniques for issue report classification: A systematic mapping study,2026,Automated Software Engineering,0928-8910,10.1007/s10515-026-00616-x,https://doi.org/10.1007/s10515-026-00616-x,J07,candidate,AI-coding and software-development markers present,unique_for_screening,"Abstract Several studies have evaluated automatic techniques for classifying software issue reports into bugs and non-bugs to assist practitioners in effectively assigning relevant resources based on the type of issue. Currently, no comprehensive overview of this area has been published. A comprehensive overview will help identify future research directions and provide an extensive collection of potentially relevant existing solutions. This study aims to provide a comprehensive overview of the use of automatic techniques to classify issue reports. We conducted a systematic mapping study and identified 46 studies on the topic. The study results indicate that the existing literature applies various techniques for classifying issue reports, including traditional machine learning and deep learning-based techniques, and more advanced large language models. Furthermore, we observe that these studies (a) lack the involvement of practitioners, (b) do not consider other potentially relevant adoption factors beyond prediction accuracy, such as the explainability, scalability, and generalizability of the techniques, and (c) mainly rely on archival data from open-source repositories only. Therefore, future research should focus on real industrial evaluations, consider other potentially relevant adoption factors, and actively involve practitioners.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-337,Automating code generation for a new ecosystem: establishing baselines with large language model based code generation for ArkTS and HarmonyOS,2026,Automated Software Engineering,0928-8910,10.1007/s10515-026-00599-9,https://doi.org/10.1007/s10515-026-00599-9,J07,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-338,BadCodePrompt: backdoor attacks against prompt engineering of large language models for code generation,2025,Automated Software Engineering,0928-8910,10.1007/s10515-024-00485-2,https://doi.org/10.1007/s10515-024-00485-2,J07,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-339,Combating toxic language: A review of LLM-based strategies for software engineering,2026,Automated Software Engineering,0928-8910,10.1007/s10515-026-00651-8,https://doi.org/10.1007/s10515-026-00651-8,J07,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-340,Context-aware prompting for LLM-based program repair,2025,Automated Software Engineering,0928-8910,10.1007/s10515-025-00512-w,https://doi.org/10.1007/s10515-025-00512-w,J07,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-341,Enhancing search-based testing with LLMs for finding bugs in system simulators,2025,Automated Software Engineering,0928-8910,10.1007/s10515-025-00531-7,https://doi.org/10.1007/s10515-025-00531-7,J07,candidate,AI-coding and software-development markers present,unique_for_screening,"Abstract Despite the wide availability of automated testing techniques such as fuzzing, little attention has been devoted to testing computer architecture simulators. We propose a fully automated approach for this task. Our approach uses large language models (LLM) to generate input programs, including information about their parameters and types, as test cases for the simulators. The LLM’s output becomes the initial seed for an existing fuzzer, , which has been enhanced with three mutation operators, targeting both the input binary program and its parameters. We implement our approach in a tool called . We use it to test the system simulator. discovered 21 new bugs in , 14 where ’s software prediction differs from the real behaviour on actual hardware, and 7 where it crashed. New defects were uncovered with each of the 6 LLMs used.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-342,Enhancing the ability of LLMs for spaceborne equipment code generation via retrieval-augmented generation and contrastive learning,2025,Automated Software Engineering,0928-8910,10.1007/s10515-025-00545-1,https://doi.org/10.1007/s10515-025-00545-1,J07,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-343,Exploring the potential of general purpose LLMs in automated software refactoring: an empirical study,2025,Automated Software Engineering,0928-8910,10.1007/s10515-025-00500-0,https://doi.org/10.1007/s10515-025-00500-0,J07,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-344,From perception to performance: An empirical study of student team collaboration and success in an agile software engineering course,2026,Automated Software Engineering,0928-8910,10.1007/s10515-026-00633-w,https://doi.org/10.1007/s10515-026-00633-w,J07,candidate,AI-coding and software-development markers present,unique_for_screening,"Abstract Software engineering education widely adopts Agile and project-based learning approaches. However, questions remain about how student roles, perceptions, and the use of Large Language Models (LLMs) relate to learning outcomes. In this exploratory study, we investigate how students engage in a semester-long project-based agile course by examining three core elements: their software development roles and Scrum roles, their expectations and actual use of LLMs, and their perceptions of teamwork and learning practices. We focus on differences between below-average and above-average performing students, thereby linking project outcomes to effort, perceptions, and role-specific engagement. Our analyses show that student effort is strongly associated with performance, and that the distribution of typical software development roles relates to meaningful differences in both engagement and outcomes. The findings show that front-end developers tend to exhibit lower engagement and performance, indicating a need for role-specific support. Although students were expected to use LLMs, actual usage was limited, especially in complex tasks like testing and deployment, revealing a clear expectation–use gap rather than allowing conclusions about its underlying causes. Higher-performing students reported more positive perceptions of team collaboration and Scrum practices, suggesting a link between engagement, perception, and outcomes. Together, these findings contribute to understanding how roles, perceptions, and LLM expectations interact with student performance in agile, project-based settings.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-345,Future of software development with generative AI,2024,Automated Software Engineering,0928-8910,10.1007/s10515-024-00426-z,https://doi.org/10.1007/s10515-024-00426-z,J07,candidate,AI-coding and software-development markers present,unique_for_screening,"Abstract Generative AI is regarded as a major disruption to software development. Platforms, repositories, clouds, and the automation of tools and processes have been proven to improve productivity, cost, and quality. Generative AI, with its rapidly expanding capabilities, is a major step forward in this field. As a new key enabling technology, it can be used for many purposes, from creative dimensions to replacing repetitive and manual tasks. The number of opportunities increases with the capabilities of large-language models (LLMs). This has raised concerns about ethics, education, regulation, intellectual property, and even criminal activities. We analyzed the potential of generative AI and LLM technologies for future software development paths. We propose four primary scenarios, model trajectories for transitions between them, and reflect against relevant software development operations. The motivation for this research is clear: the software development industry needs new tools to understand the potential, limitations, and risks of generative AI, as well as guidelines for using it.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-346,"GenAI as an instant, readily available co-developer: redefining software design process for AI native hybrid work",2026,Automated Software Engineering,0928-8910,10.1007/s10515-026-00648-3,https://doi.org/10.1007/s10515-026-00648-3,J07,candidate,AI-coding and software-development markers present,unique_for_screening,"Abstract The increasing adoption of hybrid and remote work has reshaped how software teams communicate, collaborate, and make design decisions. Our prior study showed that hybrid setups often result in missed discussions, fragmented understanding, and limited documentation of design rationale. At the same time, Generative AI (GenAI) tools–such as GitHub Copilot and ChatGPT–are becoming embedded in development workflows, providing support in code generation. While GenAI’s role in software development is gaining attention, its impact on early-stage design ideation activities and collaboration in hybrid teams remains underexplored. This paper builds on earlier findings to propose a forward-looking vision of GenAI as an instant, readily available co-developer in hybrid software design. We revisit documented challenges from our earlier study on hybrid collaboration and outline how GenAI could address these issues by facilitating asynchronous participation, surfacing undocumented rationale, and preserving design continuity. We present a conceptual framing of GenAI-supported collaboration and propose a research agenda to guide future studies on integrating GenAI into hybrid settings.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-347,Generative AI as an infrastructure copilot: automating Infrastructure-As-Code across the DevSecOps lifecycle,2026,Automated Software Engineering,0928-8910,10.1007/s10515-026-00600-5,https://doi.org/10.1007/s10515-026-00600-5,J07,candidate,AI-coding and software-development markers present,unique_for_screening,"Abstract Practitioners and researchers continuously focus on developing automation strategies to cope with the exponentially demanding need for the timely deployment of software projects in tight release schedules. Such automation techniques include Infrastructure-as-Code (IaC) and the DevOps and DevSecOps cycles. Recent studies investigated generative AI (GenAI) for generating infrastructure as code scripts. However, no studies have focused on using GenAI to generate IaC scripts based on DevSecOps stage artifacts. Different IaC tools serve varied purposes, requiring specific infrastructure setups for different project stages. We envision GenAI models leveraging artifacts from each DevSecOps stage to create and refine IaC scripts. We trust our approach to have an impact on practitioners to leverage it as an automatic copilot for infrastructure design and deployment, and for researchers to build on our vision and future empirical validation.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-348,Hallucination detection in LLM code generation: A sampling-based consensus verification approach,2026,Automated Software Engineering,0928-8910,10.1007/s10515-026-00605-0,https://doi.org/10.1007/s10515-026-00605-0,J07,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-349,Harnessing large language models for virtual reality exploration testing: a case study,2025,Automated Software Engineering,0928-8910,10.1007/s10515-025-00535-3,https://doi.org/10.1007/s10515-025-00535-3,J07,candidate,AI-coding and software-development markers present,unique_for_screening,"Abstract As the Virtual Reality (VR) industry expands, the need for automated GUI testing is growing rapidly. Large Language Models (LLMs), capable of retaining information long-term and analyzing both visual and textual data, are emerging as a potential key to deciphering the complexities of VR’s evolving user interfaces. In this paper, we conduct a case study to investigate the capability of using LLMs, particularly GPT-4o, for field of view (FOV) analysis in VR exploration testing. Specifically, we validate that LLMs can identify test entities in FOVs and that prompt engineering can effectively enhance the accuracy of test entity identification from $$\varvec{41.67\%}$$ to $$\varvec{71.30\%}$$ . Our study also shows that LLMs can accurately describe identified entities’ features with at least a $$\varvec{90\%}$$ accuracy rate. We further find out that the core features that effectively represent an entity are color, placement, and shape. Furthermore, the combination of the three features can especially be used to improve the accuracy of determining identical entities in multiple FOVs with the highest F1-score of $$\varvec{0.70}$$ . Additionally, our study demonstrates that LLMs are capable of scene recognition and spatial understanding in VR with precisely designed structured prompts. Finally, we find that LLMs fail to label the identified test entities, and we discuss potential solutions as future research directions.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-350,Intelligent test case generation method for fuzzing IoT protocols based on LLM,2025,Automated Software Engineering,0928-8910,10.1007/s10515-025-00557-x,https://doi.org/10.1007/s10515-025-00557-x,J07,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-351,LLM-enhanced evolutionary test generation for untyped languages,2025,Automated Software Engineering,0928-8910,10.1007/s10515-025-00496-7,https://doi.org/10.1007/s10515-025-00496-7,J07,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-352,LMFuzz: Program repair fuzzing based on large language models,2025,Automated Software Engineering,0928-8910,10.1007/s10515-025-00568-8,https://doi.org/10.1007/s10515-025-00568-8,J07,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-353,Ladle: a method for unsupervised anomaly detection across log types,2025,Automated Software Engineering,0928-8910,10.1007/s10515-025-00504-w,https://doi.org/10.1007/s10515-025-00504-w,J07,candidate,AI-coding and software-development markers present,unique_for_screening,"Abstract Log files can help detect and diagnose erroneous software behaviour, but their utility is limited by the ability of users and developers to sift through large amounts of text. Unsupervised machine learning tools have been developed to automatically find anomalies in logs, but they are usually not designed for situations where a large number of log streams or log files, each with its own characteristics, need to be analyzed and their anomaly scores compared. We propose Ladle, an accurate unsupervised anomaly detection and localization method that can simultaneously learn the characteristics of hundreds of log types and determine which log entries are the most anomalous across these log types. Ladle uses a sentence transformer (a large language model) to embed short overlapping segments of log files and compares new, potentially anomalous, log segments against a collection of reference data. The result of the comparison is re-centered by subtracting a baseline score indicating how much variation tends to occur in each log type, making anomaly scores comparable across log types. Ladle is designed to adapt to data drift and is updated by adding new reference data without the need to retrain the sentence transformer. We demonstrate the accuracy of Ladle on a real-world dataset consisting of logs produced by an endpoint protection platform test suite. We also compare Ladle’s performance on the dataset to that of a state-of-the-art method for single-log anomaly detection, showing that the latter is inadequate for the multi-log task.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-354,Large language model based mutations in genetic improvement,2025,Automated Software Engineering,0928-8910,10.1007/s10515-024-00473-6,https://doi.org/10.1007/s10515-024-00473-6,J07,candidate,AI-coding and software-development markers present,unique_for_screening,"Abstract Ever since the first large language models (LLMs) have become available, both academics and practitioners have used them to aid software engineering tasks. However, little research as yet has been done in combining search-based software engineering (SBSE) and LLMs. In this paper, we evaluate the use of LLMs as mutation operators for genetic improvement (GI), an SBSE approach, to improve the GI search process. In a preliminary work, we explored the feasibility of combining the Gin Java GI toolkit with OpenAI LLMs in order to generate an edit for the tool. Here we extend this investigation involving three LLMs and three types of prompt, and five real-world software projects. We sample the edits at random, as well as using local search. We also conducted a qualitative analysis to understand why LLM-generated code edits break as part of our evaluation. Our results show that, compared with conventional statement GI edits, LLMs produce fewer unique edits, but these compile and pass tests more often, with the model finding test-passing edits 77% of the time. The and LLMs are roughly equal in finding the best run-time improvements. Simpler prompts are more successful than those providing more context and examples. The qualitative analysis reveals a wide variety of areas where LLMs typically fail to produce valid edits commonly including inconsistent formatting, generating non-Java syntax, or refusing to provide a solution.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-355,Large language models for qualitative research in software engineering: exploring opportunities and challenges,2023,Automated Software Engineering,0928-8910,10.1007/s10515-023-00407-8,https://doi.org/10.1007/s10515-023-00407-8,J07,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-356,On-demand generation of high-quality software engineering datasets using large language models and ontologies,2026,Automated Software Engineering,0928-8910,10.1007/s10515-026-00617-w,https://doi.org/10.1007/s10515-026-00617-w,J07,candidate,AI-coding and software-development markers present,unique_for_screening,"Abstract Recent advances in generative artificial intelligence (AI) and machine learning (ML) have renewed interest in realizing the long-standing goal of computer-aided software engineering by improving software quality and productivity. Although these techniques have been applied across many software engineering (SE) tasks, their effectiveness depends heavily on access to large, high-quality, labeled, domain-specific datasets, which remain limited, particularly in requirements engineering (RE) where research often relies on natural language artifacts. Existing, public datasets are typically small, contain labeling ambiguities, and show substantial class imbalance, which restricts the development, evaluation, and reproducibility of AI-driven SE approaches. To address these challenges, this paper presents the O3DG approach, a repeatable method for generating on-demand, high-quality, ontology-aligned datasets using large language models (LLMs). O3DG integrates prompt engineering strategies, domain-specific seed examples, and ML-based validation to synthesize diverse and cohesive datasets suitable for SE research. The approach is demonstrated through two representative RE case studies involving the classification of non-functional requirements and the detection of ambiguity in software requirements. For each case, the paper details the O3DG pipeline, ontology mappings, and validation steps that ensure dataset reliability and practical utility. Results show that O3DG produces datasets with strong category cohesion, improved balance across classes, and effective support for ML training. More broadly, the study illustrates how LLM-assisted dataset synthesis can help overcome persistent data limitations and provides a transferable process for producing high-quality datasets across additional SE domains.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-357,Rethinking AI code generation: a one-shot correction approach based on user feedback,2024,Automated Software Engineering,0928-8910,10.1007/s10515-024-00451-y,https://doi.org/10.1007/s10515-024-00451-y,J07,candidate,AI-coding and software-development markers present,unique_for_screening,"Abstract Code generation has become an integral feature of modern IDEs, gathering significant attention. Notable approaches like GitHub Copilot and TabNine have been proposed to tackle this task. However, these tools may shift code writing tasks towards code reviewing, which involves modification from users. Despite the advantages of user feedback, their responses remain transient and lack persistence across interaction sessions. This is attributed to the inherent characteristics of generative AI models, which require explicit re-training for new data integration. Additionally, the non-deterministic and unpredictable nature of AI-powered models limits thorough examination of their unforeseen behaviors. We propose a methodology named One-shot Correction to mitigate these issues in natural language to code translation models with no additional re-training. We utilize decomposition techniques to break down code translation into sub-problems. The final code is constructed using code snippets of each query chunk, extracted from user feedback or selectively generated from a generative model. Our evaluation indicates comparable or improved performance compared to other models. Moreover, the methodology offers straightforward and interpretable approaches, which enable in-depth examination of unexpected results and facilitate insights for potential enhancements. We also illustrate that user feedback can substantially improve code translation models without re-training. Ultimately, we develop a preliminary GUI application to demonstrate the utility of our methodology in simplifying customization and assessment of suggested code for users.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-358,SAGE: Semantic-aware gray-box game regression testing with large language models,2026,Automated Software Engineering,0928-8910,10.1007/s10515-026-00635-8,https://doi.org/10.1007/s10515-026-00635-8,J07,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-359,Technology adoption performance evaluation applied to testing industrial REST APIs,2024,Automated Software Engineering,0928-8910,10.1007/s10515-024-00477-2,https://doi.org/10.1007/s10515-024-00477-2,J07,candidate,AI-coding and software-development markers present,unique_for_screening,"Abstract Testing is an important task within software development. To write test cases and integrate them into an automated test suite requires a significant amount of work. Given a set of requirements and specifications of a software, testing is needed to verify its correctness. When done manually, it is an expensive and error prone task. To facilitate such work, automated test-case generation via tools could be useful. Test-case generation can be facilitated by deterministic algorithm-driven approaches or non-deterministic approaches such as with AI (e.g., evolutionary and LLM). The different approaches come with their strengths and weaknesses, which must be considered when integrating these approaches into a product test procedure in industry. Several novel testing techniques and tools have been developed in academia and industry, but how effective they are and how to integrate them in real-world large industrial scenarios is still unclear. In this paper, a systematic approach is presented to evaluate test-case generation methodologies and integrate them into a scalable enterprise setup. The specific context is black-box testing of REST APIs, based on their OpenAPI schemas. The aim is to facilitate IT product development and service delivery. The proposed Technology Adoption Performance Evaluation (TAPE) approach is evaluated by a case study within the Group IT of Volkswagen AG. We evaluated existing tools such as OpenAPI Generator, EvoMaster and StarCoder which are built on different technologies. Our results show that these tools are of benefit for test engineers to facilitate test-case specification and design within the Group IT of Volkswagen AG.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-360,UI2HTML: utilizing LLM agents with chain of thought to convert UI into HTML code,2025,Automated Software Engineering,0928-8910,10.1007/s10515-025-00509-5,https://doi.org/10.1007/s10515-025-00509-5,J07,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-361,A multi-language perspective on the robustness of LLM code generation,2026,Empirical Software Engineering,1382-3256,10.1007/s10664-026-10882-8,https://doi.org/10.1007/s10664-026-10882-8,J01,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-362,AI support for data scientists: An empirical study on workflow and alternative code recommendations,2025,Empirical Software Engineering,1382-3256,10.1007/s10664-025-10622-4,https://doi.org/10.1007/s10664-025-10622-4,J01,candidate,AI-coding and software-development markers present,unique_for_screening,"Abstract Despite the popularity of AI assistants for coding activities, there is limited empirical work on whether these coding assistants can help users complete data science tasks. Moreover, in data science programming, exploring alternative paths has been widely advocated, as such paths may lead to diverse understandings and conclusions (Gelman and Loken 2013; Kale et al. 2019). Whether existing AI-based coding assistants can support data scientists in exploring the relevant alternative paths remains unexplored. To fill this gap, we conducted a mixed-methods study to understand how data scientists solved different data science tasks with the help of an AI-based coding assistant that provides explicit alternatives as recommendations throughout the data science workflow. Specifically, we quantitatively investigated whether the users accept the code recommendations, including alternative recommendations, by the AI assistant and whether the recommendations are helpful when completing descriptive and predictive data science tasks. Through the empirical study, we also investigated if including information about the data science step (e.g., data exploration) they seek recommendations for in a prompt leads to helpful recommendations. In our study, we found that including the data science step in a prompt had a statistically significant improvement in the acceptance of recommendations, whereas the presence of alternatives did not lead to any significant differences. Our study also shows a statistically significant difference in the acceptance and usefulness of recommendations between descriptive and predictive tasks. Participants generally had positive sentiments regarding AI assistance and our proposed interface. We share further insights on the interactions that emerged during the study and the challenges that our users encountered while solving their data science tasks.",seek_full_text,"Potentially eligible developer, team or repository evidence",include_adjacent,"Primary study of review, quality, security, skills, adoption or interaction",ST-104,moderate
JR-363,Accessibility rank: a machine learning approach for prioritizing accessibility user feedback,2025,Empirical Software Engineering,1382-3256,10.1007/s10664-025-10677-3,https://doi.org/10.1007/s10664-025-10677-3,J01,candidate,AI-coding and software-development markers present,unique_for_screening,"Abstract Online user feedback, like app reviews, can provide valuable insights into software product improvements, offering development teams direct insights into customer experiences, preferences, and pain points. There are many studies that have proposed promising methods to automatically prioritize online user feedback, helping development teams identify the most salient software issues that need to be addressed. However, these methods may not take into account the accessibility-related needs of end users. Our study addresses this limitation by developing a novel approach to analyze and prioritize app store reviews that discuss accessibility concerns. This new approach involves the evaluation of seven distinct machine learning (ML) algorithms, as well as three state-of-the-art large language models (LLMs), all leveraging features of app reviews relevant to accessibility. Utilizing validated accessibility reviews, we assess the effectiveness of our proposed approach and compare its performance with a leading general prioritization tool. The results show that our novel method surpasses the leading general tool in prioritizing accessibility reviews, achieving an F1-score of 83.6%. This represents an improvement over the prior study’s F1-score of 69.0%. Additionally, our approach outperforms the existing method across all three priority classifications, with the most notable improvement seen in the identification of high-priority reviews, where we achieved a + 59.8% increase in F1-score. We hope our findings will inspire more research and innovation in this area and ultimately contribute to a more inclusive and accessible digital landscape for all users.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-364,Adversarial attack classification and robustness testing for large language models for code,2025,Empirical Software Engineering,1382-3256,10.1007/s10664-025-10693-3,https://doi.org/10.1007/s10664-025-10693-3,J01,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-365,An empirical evaluation of pre-trained large language models for repairing declarative formal specifications,2025,Empirical Software Engineering,1382-3256,10.1007/s10664-025-10687-1,https://doi.org/10.1007/s10664-025-10687-1,J01,candidate,AI-coding and software-development markers present,unique_for_screening,"Abstract Automatic Program Repair (APR) has garnered significant attention as a practical research domain focused on automatically fixing bugs in programs. While existing APR techniques primarily target imperative programming languages like C and Java, there is a growing need for effective solutions applicable to declarative software specification languages. This paper systematically investigates the capacity of Large Language Models (LLMs) to repair declarative specifications in Alloy, a declarative formal language used for software specification. We designed six different repair settings, encompassing single-agent and dual-agent paradigms, utilizing various LLMs. These configurations also incorporate different levels of feedback, including an auto-prompting mechanism for generating prompts autonomously using LLMs. Our study reveals that dual-agent with auto-prompting setup outperforms the other settings, albeit with a marginal increase in the number of iterations and token usage. This dual-agent setup demonstrated superior effectiveness compared to state-of-the-art Alloy APR techniques when evaluated on a comprehensive set of benchmarks. This work is the first to empirically evaluate LLM capabilities to repair declarative specifications, while taking into account recent trending LLM concepts such as LLM-based agents, feedback, auto-prompting, and tools, thus paving the way for future agent-based techniques in software engineering.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-366,An empirical study of LLM-based refactoring consistency,2026,Empirical Software Engineering,1382-3256,10.1007/s10664-026-10911-6,https://doi.org/10.1007/s10664-026-10911-6,J01,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-367,An empirical study of large language models for type and call graph analysis in Python and JavaScript,2025,Empirical Software Engineering,1382-3256,10.1007/s10664-025-10704-3,https://doi.org/10.1007/s10664-025-10704-3,J01,candidate,AI-coding and software-development markers present,unique_for_screening,"Abstract Large Language Models (LLMs) are increasingly being explored for their potential in software engineering, particularly in static analysis tasks. In this study, we investigate the potential of current LLMs to enhance call-graph analysis and type inference for Python and JavaScript programs. We empirically evaluated 24 LLMs, including OpenAI’s GPT series and open-source models like LLaMA and Mistral, using existing and newly developed benchmarks. Specifically, we enhanced TypeEvalPy, a micro-benchmarking framework for type inference in Python, with auto-generation capabilities, expanding its scope from 860 to 77,268 type annotations for Python. Additionally, we introduce SWARM-CG and SWARM-JS, comprehensive benchmarking suites for evaluating call-graph construction tools across multiple programming languages. Our findings reveal a contrasting performance of LLMs in static analysis tasks. For call-graph generation, traditional static analysis tools such as PyCG for Python and Jelly for JavaScript consistently outperform LLMs. While advanced models like mistral-large-it-2407-123b and gpt-4o show promise, they still struggle with completeness and soundness in call-graph analysis across both languages. In contrast, LLMs demonstrate a clear advantage in type inference for Python, surpassing traditional tools like HeaderGen and hybrid approaches such as HiTyper. These results suggest that, while LLMs hold promise in type inference, their limitations in call-graph analysis highlight the need for further research. Our study provides a foundation for integrating LLMs into static analysis workflows, offering insights into their strengths and current limitations.",exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-368,An empirical study of testing practices in open source AI agent frameworks and agentic applications,2026,Empirical Software Engineering,1382-3256,10.1007/s10664-026-10857-9,https://doi.org/10.1007/s10664-026-10857-9,J01,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-369,An empirical study on LLM-based classification of requirements-related provisions in food-safety regulations,2025,Empirical Software Engineering,1382-3256,10.1007/s10664-025-10619-z,https://doi.org/10.1007/s10664-025-10619-z,J01,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-370,An empirical study on developers’ shared conversations with ChatGPT in GitHub pull requests and issues,2024,Empirical Software Engineering,1382-3256,10.1007/s10664-024-10540-x,https://doi.org/10.1007/s10664-024-10540-x,J01,candidate,AI-coding and software-development markers present,unique_for_screening,,seek_full_text,"Potentially eligible developer, team or repository evidence",include_adjacent,"Primary study of review, quality, security, skills, adoption or interaction",ST-105,moderate
JR-371,An empirical study on the effectiveness of large language models for binary code understanding,2025,Empirical Software Engineering,1382-3256,10.1007/s10664-025-10748-5,https://doi.org/10.1007/s10664-025-10748-5,J01,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-372,An evaluation study of large language models for addressing code quality issues,2026,Empirical Software Engineering,1382-3256,10.1007/s10664-026-10858-8,https://doi.org/10.1007/s10664-026-10858-8,J01,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
JR-373,An exploratory study on fine-tuning large language models for secure code generation,2026,Empirical Software Engineering,1382-3256,10.1007/s10664-026-10803-9,https://doi.org/10.1007/s10664-026-10803-9,J01,candidate,AI-coding and software-development markers present,unique_for_screening,,exclude_title_abstract,"No eligible developer, team or repository workflow outcome indicated",,,,
